Security,Composite_Quality_Event_Rank,Net_Quality_Delta_Recency,Quality_Momentum_Score_Adj,Weighted_Winsor_Final_Return_Recency
ASLRF,0.9109976433621366,10.946830890336592,11020.38619518936,1006.7193241212576
AAEEF,0.8895522388059701,8.669273143432884,4652.112314156577,536.6208028271237
APCX,0.8790259230164964,7.548185690528653,4690.658152756915,621.4285584736847
AYASF,0.8743126472898665,7.836361089058047,2684.184971197467,342.52951602056834
BFNH,0.8712490180675568,7.376543209876544,2918.428802081195,395.6363731691661
AMSU,0.8668499607227024,20.081361716937245,642.6035210795857,31.99999731779115
AWWI,0.8524744697564809,14.213825032885266,401.69506536748816,28.26087027511046
ASRE,0.8497250589159465,12.675381570993032,408.09441246448523,32.19582859725411
ALL,0.8493322859387274,18.732745153712063,348.04490166017064,18.57949269070168
AEYGQ,0.8457973291437549,20.17472558871591,271.9189039873317,13.478195913575197
AMXEF,0.844854673998429,6.868607006967435,901.3205954408928,131.2232006470313
ABEPF,0.8441476826394344,6.366459627329192,1000.6087968367714,157.16879638119045
ALLT,0.839198743126473,6.994146847447582,719.4645688167009,102.86666615804036
ACCR,0.8380989787902592,5.630268968285829,1144.3899606442099,203.2567124395527
AMLC,0.8275726630007855,5.596369922212619,746.1826852507207,133.33333850734886
ATHJF,0.8266300078554595,5.58481514314022,726.6367725645493,130.10936869720226
AETUF,0.8217989002356637,5.453616013775291,657.3770205629438,120.53966009019976
AMKAF,0.8217596229379419,5.378863966075215,691.8137031692179,128.6170662676216
AUB,0.8091908876669286,12.424491141747055,2.117859202704109,0.1704584259059087
BB,0.8072270227808326,5.211368780580366,446.76045887041056,85.72804529497468
BBBT,0.8027494108405343,6.519756838905775,274.0082640400157,42.02737476417956
ARTW,0.8021995286724274,5.038496376811596,398.2282030992602,79.03711212972281
BBSRF,0.7996072270227809,7.791164658634536,164.52781179592108,21.117229452156884
ASM,0.7970149253731343,5.538579067990832,310.41556554749957,56.046065558852
AZNCF,0.7851139041633936,5.818031772230246,194.29603171195407,33.39549169176742
AZN,0.7831500392772978,5.818031772230246,182.65378502509412,31.394428936759965
AXIM,0.7728201099764337,7.491818606825619,8.277492350394853,1.104870897815575
BEEM,0.7708955223880598,19.868584718158125,0.0,394.6558008838592
ASPN,0.7663393558523174,14.456995930840183,0.0,682.1237291781542
AMMCF,0.7644147682639434,5.55813953488372,88.84438312011729,15.984554285209388
ARYMF,0.7639827179890024,15.971737863564506,0.0,782.3529435100564
ACKAY,0.7631578947368421,5.307602045092615,98.15710115651311,18.49368138805145
ANAS,0.7614689709347997,12.324210385220201,0.0,1101.141192589713
ASNCF,0.7564414768263944,16.007962768782214,0.0,175.86327453268945
BCHMF,0.7512568735271015,13.634578240817685,0.0,373.79455669906866
AMNI,0.7501571091908877,15.97217441193345,0.0,129.4009841424029
BGNX,0.7491358994501178,15.04913126358177,0.0,209.9999941792464
BBBK,0.7480754124116261,5.715617715617717,1.2488603894284176,0.2184996358339278
AFNL,0.7480361351139042,16.410703774640965,0.0,116.00000000000004
AQQSQ,0.7424587588373921,11.556437412711828,0.0,400.0
ASKH,0.7407305577376277,11.686122675951175,0.0,352.72377303098506
AZTA,0.7381382560879812,11.826691380908247,0.0,150.0972202671736
AGGI,0.7371956009426552,10.892387562502428,0.0,372.10359370744646
BABL,0.7325216025137471,9.370197139493055,0.0,599.0384550908441
BABLD,0.7325216025137471,9.370197139493055,0.0,599.0384550908441
BAJFF,0.731618224666143,20.685495015825058,0.0,52.21164079899334
ABGSF,0.7305970149253732,13.454458827925688,0.0,110.26191062269054
AHNR,0.7229379418695995,12.378052045019183,0.0,136.36363913451356
BBTT,0.7213275726630008,9.423971839302457,0.0,203.3333327124519
AVVH,0.7186174391201885,-1.7497502888076664,3504.1132857518996,7055.11785288757
