Security,Composite_Quality_Event_Rank,Net_Quality_Delta_Recency,Quality_Momentum_Score_Adj,Weighted_Winsor_Final_Return_Recency
ASLRF,0.9987824037706207,7.714101348585096,7765.93489585047,1006.7193241212576
APCX,0.9794972505891596,7.548185690528653,4690.658152756915,621.4285584736847
AAEEF,0.9702278083267871,5.811187572601463,3118.4041405884013,536.6208028271237
AMSU,0.9645718774548312,15.504707234372805,496.15058991306677,31.999997317791145
AYASF,0.9635113904163394,6.415869815835489,2197.624782869103,342.52951602056834
BFNH,0.9577376276512176,5.744857628211907,2272.8746363989767,395.6363731691661
AWWI,0.9491358994501181,12.915130804646925,364.9928362562097,28.260870275110456
ALL,0.9468578161822468,15.19347937721968,282.28713903537977,18.579492690701677
AEYGQ,0.9433621366849961,17.828531619672667,240.29644202131828,13.478195913575194
ASRE,0.9428122545168892,10.717917998527309,345.0722508000101,32.195828597254106
ACCR,0.9343283582089553,5.630268968285829,1144.3899606442099,203.2567124395527
ALLT,0.9333857030636293,6.328565774808816,650.9984628164585,102.86666615804036
ABEPF,0.9267478397486252,4.958203743156459,779.2749145246138,157.16879638119045
ATHJF,0.9227022780832678,5.58481514314022,726.6367725645493,130.10936869720226
AMXEF,0.9225451688923801,4.8402255507684515,635.1498886253761,131.2232006470313
AMLC,0.9072270227808327,4.145892808050236,552.7857291909453,133.33333850734886
AUB,0.905655930871956,11.91969578618257,2.031812580989974,0.17045842590590868
AMKAF,0.9042419481539671,4.1890634688139405,538.7850537677153,128.6170662676216
AETUF,0.9003338570306364,3.843098250806695,463.2457568454803,120.53966009019975
BBBT,0.8994501178318931,6.519756838905775,274.0082640400157,42.02737476417956
ASM,0.8884131971720345,5.26845937939662,295.2764197718117,56.046065558852
BB,0.8860565593087196,3.6723895108069193,314.8267743232455,85.72804529497468
ARTW,0.8807934014139828,3.5505683868300224,280.6266717141335,79.03711212972281
BBSRF,0.8741555380989788,5.222573852647149,110.28629037718483,21.117229452156884
AZNCF,0.8605459544383346,3.899943325398191,130.2405249216991,33.39549169176742
AZN,0.858542812254517,3.899943325398191,122.43649358660485,31.394428936759965
AMMCF,0.858051846032993,5.55813953488372,88.84438312011729,15.984554285209388
ACKAY,0.8527886881382561,5.048747238832261,93.36992284376834,18.49368138805145
AXIM,0.8493715632364495,5.279395342563059,5.833050272061012,1.104870897815575
BEEM,0.8445600942655147,16.65321261499739,0.0,394.6558008838592
ASPN,0.8416535742340927,13.99109188606361,0.0,682.1237291781543
ARYMF,0.8352906520031423,13.202942711132124,0.0,782.3529435100564
ANAS,0.8297132757266301,10.193697848942776,0.0,1101.141192589713
ASNCF,0.8267282010997644,13.046352414576827,0.0,175.86327453268945
BGNX,0.8251178318931658,14.79697335681314,0.0,209.9999941792464
AMNI,0.8238609583660645,14.260070038126509,0.0,129.4009841424029
BBBK,0.8225451688923803,3.8312931302549837,0.8371361537337433,0.2184996358339278
AFNL,0.8210722702278084,13.90602968228076,0.0,116.00000000000003
AQQSQ,0.8165946582875099,11.309393245938544,0.0,400.0
BCHMF,0.8162804399057345,9.924910286113832,0.0,373.79455669906866
AGGI,0.8083857030636293,9.777116510417741,0.0,372.10359370744646
BABL,0.8056166535742342,9.008956950338767,0.0,599.0384550908441
BABLD,0.8056166535742342,9.008956950338767,0.0,599.0384550908441
BAJFF,0.8053220738413198,18.129548125240902,0.0,52.21164079899334
ASKH,0.8049685781618225,8.500550804386314,0.0,352.72377303098506
AZTA,0.8033582089552239,8.927697376111729,0.0,150.0972202671736
ABGSF,0.802415553809898,11.870168853203303,0.0,110.26191062269054
ASPR,0.7963668499607228,10.223714427376638,0.0,200.00002182783797
AHNR,0.7951885310290653,11.534015073819809,0.0,136.36363913451356
AIMLF,0.7907501963864886,8.567728998353118,0.0,389.366326666933
